order_id,order_date,customer_id,product_name,category,sub_category,region,state,quantity,unit_price,discount,sales,profit,ship_mode,segment
ORD-010335,2024-10-30,CUST-6038,cordless phone dock,Technology,accessories,west,CALIFORNIA,5,65.09,0.12,$287.16,55.35,Standard Class,Corporate
ORD-010336,10/11/2024,CUST-5726,Ink Cartridge Pack,Office Supplies,Supplies, South ,Florida,2,56.0,0.17,93.26,9.1,FIRST CLASS,corporate
ORD-010337,19-Oct-2024,CUST-2312,Ink Cartridge Pack, Office Supplies ,supplies,EAST,Pennsylvania,5,$52.81,0.08,$244.21,47.17,STANDARD CLASS,CORPORATE
ORD-010338,10/27/2024,CUST-5511,wireless keyboard,technology,ACCESSORIES,East,New Jersey,5,74.02,0.06,347.63,109.29,SECOND CLASS, Corporate 
ORD-010339,10/06/2024,CUST-4463,SMART LED MONITOR,Technology,Monitors,WEST,nevada,1,228.84,0.08,$210.28,40.32,Second Class,corporate
ORD-010340,22-Oct-2024,CUST-4987,wireless keyboard,technology,ACCESSORIES, Central ,Minnesota,2,72.58,0.11,$128.81,$36.56,FIRST CLASS,home office
ORD-010341,2024-10-24,CUST-2270, Premium Standing Desk , Furniture , Tables ,west,washington,5,472.43,0.13,2043.6,$10.63,standard class,consumer
ORD-010342,2024-10-04,CUST-1040,smart led monitor,Technology,Monitors,West, Washington ,5,243.71,0.05,1158.51,255.15, Standard Class , Consumer 
ORD-010343,2024-10-04,CUST-3753, Compact Printer ,technology, Printers ,west, Oregon ,2,143.47,0.1,258.1,$-8.80,STANDARD CLASS,CONSUMER
ORD-010344,10/09/2024,CUST-4805, Wireless Keyboard ,technology,ACCESSORIES,West, Nevada ,2,74.04,0.05,$141.08,46.32,FIRST CLASS, Corporate 
ORD-010345,15-Oct-2024,CUST-8668, Smart LED Monitor ,technology,monitors, East , Pennsylvania ,7,243.52,0.1,1527.46,$261.61,FIRST CLASS,HOME OFFICE
ORD-010346,2024-10-25,CUST-8708,cordless phone dock,TECHNOLOGY,ACCESSORIES,EAST,new jersey,5,62.09,0.1,279.99,56.59, First Class , Corporate 
ORD-010347,10/23/2024,CUST-5756,compact printer,Technology,Printers,south,NORTH CAROLINA,2,150.76,0.14,258.29,-23.05, Second Class ,corporate
ORD-010348,2024-10-20,CUST-4661, Ergonomic Office Chair ,furniture,chairs,West, Nevada ,2,199.85,0.07,$370.34,$20.19,STANDARD CLASS,HOME OFFICE
ORD-010349,10/14/2024,CUST-2447,compact printer,technology,printers, South ,florida,4,137.69,0.09,499.99,-16.69,FIRST CLASS, Consumer 
ORD-010350,22-Oct-2024,CUST-7869,Smart LED Monitor,technology, Monitors ,south, Georgia ,5,237.48,0.17,984.29,99.36,first class, Corporate 
ORD-010351,2024-10-01,CUST-5332, Compact Printer ,technology, Printers ,East,massachusetts,2,137.67,0.08,253.84,-3.46,STANDARD CLASS,Home Office
ORD-010352,2024-10-10,CUST-6276, File Cabinet ,Furniture,Storage, West ,OREGON,3,211.33,0.12,557.03,-65.15,Second Class, Consumer 
ORD-010353,2024-10-29,CUST-4903,SMART LED MONITOR,technology,monitors,west,washington,3,228.04,0.05,$652.96,144.8,same day,consumer
ORD-010354,2024-10-05,CUST-9079,ergonomic office chair,Furniture, Chairs ,WEST,california,2,186.85,0.18,306.76,-22.6,standard class,Corporate
ORD-010355,24-Oct-2024,CUST-2193,CORDLESS PHONE DOCK, Technology , Accessories ,west, California ,2,69.86,0.08,128.04,29.03,Standard Class,home office
ORD-010356,2024-10-15,CUST-1665,Compact Printer,technology, Printers ,East, Pennsylvania ,4,133.54,0.12,467.4,-32.65,Same Day, Consumer 
ORD-010357,10/01/2024,CUST-5773,Ergonomic Office Chair,Furniture,Chairs,CENTRAL,colorado,3,$215.10,0.16,544.0,$-16.64,Standard Class,Home Office
ORD-010358,10/26/2024,CUST-6692,MODULAR BOOKSHELF,Furniture,STORAGE, West , California ,2,170.36,0.12,$300.99,-13.01,Standard Class,Consumer
ORD-010359,2024-10-01,CUST-9212, Wireless Keyboard , Technology , Accessories ,South,GEORGIA,4,76.57,0.15,260.39,61.68,standard class, Home Office 
ORD-010360,2024-10-08,CUST-6716,ERGONOMIC OFFICE CHAIR,FURNITURE,Chairs,south,FLORIDA,2,204.97,0.24,310.59,$-49.37,standard class,consumer
ORD-010361,2024-10-23,CUST-6586,Desk Organizer Set,office supplies,Storage,central,Texas,1,34.52,0.04,33.25,14.49,Standard Class,home office
ORD-010362,06-Nov-2024,CUST-5668, Ergonomic Office Chair ,furniture,chairs, South ,tennessee,2,208.36,0.2,333.18,-32.2, Standard Class ,HOME OFFICE
ORD-010363,18-Nov-2024,CUST-6594, LED Desk Lamp ,FURNITURE,Lighting,central, Illinois ,1,$46.97,0.15,40.16,$6.30,standard class,Home Office
ORD-010364,11/10/2024,CUST-1910,premium notebook bundle,Office Supplies, Paper , East , Massachusetts ,3,18.07,0.07,$50.63,20.91,Same Day,CONSUMER
ORD-010365,2024-11-01,CUST-3077, Smart LED Monitor ,TECHNOLOGY, Monitors ,west,NEVADA,5,235.67,0.03,1138.91,264.51,SAME DAY,CORPORATE
ORD-010366,11/13/2024,CUST-6171,Cordless Phone Dock, Technology ,ACCESSORIES,Central,ILLINOIS,2,69.36,0.01,138.03,40.47,FIRST CLASS,corporate
ORD-010367,11/13/2024,CUST-5957,wireless keyboard,technology,ACCESSORIES,WEST,Washington,5,75.4,0.06,353.16,112.22,standard class,CORPORATE
ORD-010368,2024-11-19,CUST-6530, Premium Standing Desk ,Furniture, Tables ,EAST,new york,7,431.29,0.11,"$2,700.96",88.83,STANDARD CLASS,Corporate
ORD-010369,2024-11-16,CUST-2630,PREMIUM STANDING DESK,Furniture,tables,East, Pennsylvania ,1,435.67,0.09,395.66,18.91, Second Class ,Consumer
ORD-010370,11/04/2024,CUST-4312,compact printer, Technology ,Printers,west, Nevada ,3,139.42,0.07,$390.69,1.03,SECOND CLASS,consumer
ORD-010371,07-Nov-2024,CUST-8489, Smart LED Monitor ,TECHNOLOGY,MONITORS, Central ,ILLINOIS,1,228.6,0.09,207.72,38.32,first class,CORPORATE
ORD-010372,12-Nov-2024,CUST-4784, Wireless Keyboard ,Technology, Accessories ,South,FLORIDA,2,76.92,0.21,121.54,21.77,Standard Class,Corporate
ORD-010373,11/23/2024,CUST-1483,wireless keyboard, Technology ,Accessories,South, Florida ,1,81.37,0.16,67.99,15.48,First Class, Home Office 
ORD-010374,11/19/2024,CUST-1937,premium notebook bundle,Office Supplies,PAPER, West ,Nevada,4,$18.29,0.07,$68.26,29.46, Same Day ,corporate
ORD-010375,2024-11-30,CUST-2368,smart led monitor,TECHNOLOGY, Monitors ,South,FLORIDA,7,230.56,0.15,"$1,368.12",164.09, First Class ,CONSUMER
ORD-010376,26-Nov-2024,CUST-5559,Compact Printer,Technology,Printers, South , Florida ,2,137.8,0.11,246.42,$-12.10, First Class ,corporate
ORD-010377,11/23/2024,CUST-7132,Desk Organizer Set,Office Supplies, Storage ,south,FLORIDA,1,34.26,0.23,26.42,6.58, Standard Class ,consumer
ORD-010378,2024-11-26,CUST-4282,Compact Printer,TECHNOLOGY,PRINTERS,EAST,NEW JERSEY,4,138.95,0.13,$481.98,-37.13, Second Class , Consumer 
ORD-010379,30-Nov-2024,CUST-7826, Wireless Keyboard ,Technology,ACCESSORIES,south,North Carolina,2,$74.13,0.09,134.29,37.81,FIRST CLASS,CONSUMER
ORD-010380,21-Nov-2024,CUST-4051,INK CARTRIDGE PACK, Office Supplies ,SUPPLIES, Central , Colorado ,2,$61.36,0.07,114.14,25.08, Second Class ,Corporate
ORD-010381,2024-11-13,CUST-5542,MODULAR BOOKSHELF,furniture, Storage ,central,TEXAS,3,$174.74,0.11,467.56,$-13.44,standard class,CONSUMER
ORD-010382,2024-11-21,CUST-1867, Premium Standing Desk , Furniture , Tables ,EAST, Massachusetts ,5,488.53,0.15,2068.78,-31.7,second class,CORPORATE
ORD-010383,27-Nov-2024,CUST-9952, Wireless Keyboard , Technology ,Accessories,East, Pennsylvania ,1,$76.57,0.07,71.05,21.87,standard class,CORPORATE
ORD-010384,11/19/2024,CUST-3988,wireless keyboard, Technology ,accessories,WEST,Oregon,3,74.58,0.09,204.65,61.55,Second Class,CORPORATE
ORD-010385,01-Nov-2024,CUST-2929,Smart LED Monitor,technology, Monitors ,WEST, California ,2,236.01,0.12,$415.52,65.26,standard class,Consumer
ORD-010386,17-Nov-2024,CUST-3682,Premium Notebook Bundle,Office Supplies, Paper ,west,CALIFORNIA,5,$18.17,0.04,87.27,$39.02,STANDARD CLASS,Corporate
ORD-010387,2024-11-18,CUST-6104,Desk Organizer Set,OFFICE SUPPLIES,STORAGE,EAST,pennsylvania,5,35.64,0.1,161.22,61.19, Standard Class , Home Office 
ORD-010388,2024-11-25,CUST-5503, Premium Notebook Bundle ,OFFICE SUPPLIES, Paper ,EAST, Massachusetts ,3,$19.27,0.09,52.73,21.52, Second Class ,consumer
ORD-010389,11/08/2024,CUST-6348, Premium Standing Desk ,Furniture,tables, West , California ,3,440.56,0.12,"$1,157.31",15.93,First Class,CORPORATE
ORD-010390,14-Nov-2024,CUST-5913,Compact Printer,Technology,printers,EAST,pennsylvania,2,$136.70,0.13,$238.69,-16.91,standard class,Corporate
ORD-010391,11/24/2024,CUST-1421,MODULAR BOOKSHELF,FURNITURE,storage, West ,Washington,1,161.5,0.09,146.78,-2.69, First Class , Consumer 
ORD-010392,11/17/2024,CUST-1384,compact printer,technology,PRINTERS, East , New York ,1,$143.07,0.15,121.56,-11.84,second class,consumer
ORD-010393,2024-11-18,CUST-2069,WIRELESS KEYBOARD,TECHNOLOGY,ACCESSORIES,East,NEW JERSEY,4,77.55,0.15,264.9,65.88,First Class,consumer
ORD-010394,22-Nov-2024,CUST-2407,premium notebook bundle, Office Supplies ,PAPER,SOUTH,TENNESSEE,5,18.02,0.15,76.91,$24.98, Standard Class ,CONSUMER
ORD-010395,2024-11-05,CUST-5103,premium notebook bundle,Office Supplies,paper,South, Tennessee ,4,18.65,0.21,58.99,16.41, Standard Class ,CONSUMER
ORD-010396,11/25/2024,CUST-4914,ERGONOMIC OFFICE CHAIR,FURNITURE,chairs,East,NEW YORK,4,197.71,0.12,697.1,$2.43,standard class,Consumer
ORD-010397,27-Nov-2024,CUST-3991, Smart LED Monitor , Technology ,monitors,central, Illinois ,5,233.14,0.07,"$1,078.48",215.18,Standard Class,Consumer
ORD-010398,11/20/2024,CUST-1615,Smart LED Monitor,Technology,Monitors,West,CALIFORNIA,3,$228.82,0.07,$637.40,127.55,STANDARD CLASS,home office
ORD-010399,02-Nov-2024,CUST-4370,premium standing desk,Furniture,Tables,EAST,New York,6,$506.62,0.17,2532.96,-76.61,SECOND CLASS,HOME OFFICE
ORD-010400,11/30/2024,CUST-1763,PREMIUM NOTEBOOK BUNDLE,office supplies,paper,east,New Jersey,5,17.95,0.15,76.67,27.37, Standard Class ,CORPORATE
ORD-010401,2024-11-02,CUST-3860,PREMIUM NOTEBOOK BUNDLE,Office Supplies, Paper ,West, California ,2,$17.60,0.05,33.43,14.6,STANDARD CLASS,consumer
ORD-010402,2024-11-27,CUST-7779,Premium Standing Desk, Furniture ,Tables,east,MASSACHUSETTS,5,453.36,0.16,1898.97,-57.33,STANDARD CLASS,consumer
ORD-010403,2024-11-29,CUST-5933,ink cartridge pack,OFFICE SUPPLIES,Supplies,central,Minnesota,5,55.64,0.02,271.3,68.11, Standard Class ,consumer
ORD-010404,01-Nov-2024,CUST-6057,wireless keyboard, Technology ,accessories, South ,tennessee,4,73.57,0.09,267.72,76.1, Same Day ,consumer
ORD-010405,2024-11-25,CUST-3362,ERGONOMIC OFFICE CHAIR,FURNITURE, Chairs ,WEST,Nevada,4,$192.57,0.13,670.9,-6.13, Second Class , Corporate 
ORD-010406,11/02/2024,CUST-5429,Ergonomic Office Chair,furniture,Chairs, South ,FLORIDA,4,214.84,0.14,740.66,$-10.81,Standard Class, Corporate 
ORD-010407,11/18/2024,CUST-2759,SMART LED MONITOR,technology,monitors,south, Georgia ,3,232.24,0.21,$552.15,32.51,Second Class,CORPORATE
ORD-010408,14-Nov-2024,CUST-3030,wireless keyboard,technology,Accessories,East,NEW YORK,2,71.6,0.05,136.13,43.65,standard class, Corporate 
ORD-010409,20-Dec-2024,CUST-2571, Smart LED Monitor ,Technology,Monitors,south,north carolina,1,238.08,0.19,193.89,16.48, Second Class ,CONSUMER
ORD-010410,12/28/2024,CUST-8544,Smart LED Monitor,Technology,Monitors, East ,massachusetts,2,$230.34,0.09,418.06,75.38,Second Class,CONSUMER
ORD-010411,06-Dec-2024,CUST-7265,smart led monitor, Technology ,monitors,west,Oregon,4,233.5,0.11,833.72,140.44,Standard Class, Corporate 
ORD-010412,2024-12-29,CUST-8239, Ergonomic Office Chair ,FURNITURE, Chairs ,south,north carolina,6,214.62,0.19,1039.9,-86.26, Standard Class ,CORPORATE
ORD-010413,2024-12-22,CUST-8612,Modular Bookshelf, Furniture , Storage ,West,California,1,183.15,0.17,151.7,-16.18,SECOND CLASS, Consumer 
ORD-010414,12-Dec-2024,CUST-8618,COMPACT PRINTER,TECHNOLOGY,printers,west,Washington,2,146.37,0.15,247.98,-24.03,Second Class,consumer
ORD-010415,14-Dec-2024,CUST-9149,Desk Organizer Set, Office Supplies ,storage,east,pennsylvania,2,33.48,0.02,65.49,27.54,second class,HOME OFFICE
ORD-010416,12/29/2024,CUST-3953,modular bookshelf, Furniture ,Storage,SOUTH, Georgia ,4,174.74,0.18,576.53,-69.57,standard class,corporate
ORD-010417,2024-12-14,CUST-1464,premium notebook bundle, Office Supplies ,paper,EAST, New York ,4,17.55,0.13,61.37,22.58,second class,home office
ORD-010418,12/28/2024,CUST-3481,Wireless Keyboard,Technology, Accessories , Central ,texas,1,$74.06,0.06,69.7,22.7,Standard Class,Home Office
ORD-010419,2024-12-25,CUST-2868,Compact Printer,Technology,Printers,SOUTH,Florida,3,131.68,0.14,338.15,-33.49,First Class,consumer
ORD-010420,12/17/2024,CUST-3866,Premium Standing Desk,Furniture, Tables ,WEST,OREGON,4,467.09,0.14,1615.87,7.01,standard class, Consumer 
ORD-010421,2024-12-13,CUST-1981,SMART LED MONITOR, Technology ,MONITORS,WEST,WASHINGTON,1,228.27,0.12,200.97,31.42,standard class,Consumer
ORD-010422,12/26/2024,CUST-5217,Wireless Keyboard,TECHNOLOGY,accessories, South ,North Carolina,4,70.58,0.17,233.83,49.26,standard class,corporate
ORD-010423,2024-12-23,CUST-7435,DESK ORGANIZER SET,office supplies,Storage,EAST,massachusetts,1,35.33,0.09,32.01,12.15, Standard Class , Corporate 
ORD-010424,2024-12-01,CUST-5352,Ergonomic Office Chair,furniture,chairs,CENTRAL, Minnesota ,6,208.72,0.12,1102.26,11.59,First Class, Consumer 
ORD-010425,2024-12-12,CUST-6222,Ink Cartridge Pack,office supplies, Supplies ,West,California,4,65.05,0.08,239.45,49.7,Second Class,HOME OFFICE
ORD-010426,2024-12-07,CUST-7124,INK CARTRIDGE PACK, Office Supplies ,SUPPLIES, East , Pennsylvania ,3,$58.42,0.09,$159.31,29.63,Same Day,Consumer
ORD-010427,03-Dec-2024,CUST-9129,Wireless Keyboard,electronics,accessories,Central, Minnesota ,4,73.44,0.12,$257.20,70.68,Standard Class,Consumer
ORD-010428,2024-12-02,CUST-5550, Ergonomic Office Chair ,FURNITURE,chairs, South ,Georgia,6,203.97,,934.54,-140.52,Standard Class,Corporate
ORD-010429,2024-12-12,CUST-8225,Smart LED Monitor,Technology,monitors,central, Minnesota ,3,$248.00,0.09,678.6,128.51,First Class,consumer
ORD-010430,14-Dec-2024,CUST-9084,ergonomic office chair,FURNITURE,Chairs,WEST, Oregon ,6,191.38,0.15,978.41,-31.41,STANDARD CLASS,Corporate
ORD-010431,12/30/2024,CUST-5310,DESK ORGANIZER SET,office supplies,STORAGE,South,Georgia,1,32.62,0.08,29.88,10.82, First Class ,CONSUMER
ORD-010432,2024-12-28,CUST-5951,Ergonomic Office Chair, Furniture ,Chairs, South ,north carolina,7,$208.89,0.12,1283.13,$1.36,STANDARD CLASS, Consumer 
ORD-010433,23-Dec-2024,CUST-2128,premium standing desk,furniture,Tables, West , Washington ,2,449.6,0.11,803.14,27.4,Standard Class,Home Office
ORD-010434,2024-12-12,CUST-6477,Ergonomic Office Chair,FURNITURE, Chairs ,WEST,CALIFORNIA,4,206.19,0.1,744.89,$24.27, Second Class ,CORPORATE
ORD-010435,12/24/2024,CUST-1136,Desk Organizer Set,office supplies,Storage, East , Massachusetts ,1,31.63,0.05,29.9,11.81,SECOND CLASS,CONSUMER
ORD-010436,17-Dec-2024,CUST-7444, Wireless Keyboard ,technology,Accessories, East , New Jersey ,2,71.72,0.07,132.96,40.32, Standard Class ,consumer
ORD-010437,12/10/2024,CUST-4920, Premium Standing Desk , Furniture ,TABLES,South,Florida,2,466.49,0.19,759.72,-45.32,second class,Consumer
ORD-010438,12/15/2024,CUST-2733, Premium Standing Desk , Furniture , Tables ,east,new jersey,3,468.13,0.14,1211.06,$0.96,standard class,CONSUMER
ORD-010439,12/11/2024,CUST-4907,WIRELESS KEYBOARD,TECHNOLOGY,ACCESSORIES,west,Washington,4,$78.18,0.03,303.56,104.27,Standard Class,CONSUMER
ORD-010440,12/12/2024,CUST-4527,compact printer,Technology,Printers,south,north carolina,4,139.03,0.12,$491.33,-30.06,Standard Class, Consumer 
ORD-010441,2024-12-15,CUST-9247,WIRELESS KEYBOARD,Technology, Accessories ,south,north carolina,3,75.75,0.19,183.13,$35.55, Same Day ,Consumer
ORD-010442,2024-12-17,CUST-7995,SMART LED MONITOR, Technology ,monitors,west, Washington ,4,224.91,0.01,889.03,220.5,Standard Class, Consumer 
ORD-010443,12/25/2024,CUST-5374, Smart LED Monitor ,technology,monitors,Central,illinois,5,226.84,0.05,1075.63,234.99,First Class,CONSUMER
ORD-010444,2024-12-12,CUST-1547,ERGONOMIC OFFICE CHAIR,FURNITURE,Chairs,EAST,New York,3,198.51,0.09,540.67,17.73,standard class,corporate
ORD-010445,16-Dec-2024,CUST-9566,Ergonomic Office Chair,furniture,chairs,central,TEXAS,5,203.06,0.1,917.82,31.6,standard class, Corporate 
ORD-010446,2024-12-20,CUST-7542,WIRELESS KEYBOARD,technology,Accessories, South ,NORTH CAROLINA,3,73.29,0.17,$182.63,39.41,standard class,CONSUMER
ORD-010447,2024-12-23,CUST-1814,CORDLESS PHONE DOCK, Technology ,accessories,EAST,PENNSYLVANIA,1,64.94,0.15,55.32,8.76, First Class ,Corporate
ORD-010448,2024-12-28,CUST-6410, Smart LED Monitor ,Technology,MONITORS,Central,Texas,7,218.16,0.09,1392.69,259.58,second class, Consumer 
ORD-010449,2024-12-05,CUST-2010,modular bookshelf,Furniture, Storage , East ,pennsylvania,2,174.54,0.07,324.74,3.02,Standard Class,consumer
ORD-010450,12/10/2024,CUST-4774,SMART LED MONITOR, Technology ,Monitors, Central ,colorado,5,244.89,0.04,"$1,172.41",$266.79, Standard Class ,CONSUMER
ORD-010451,2024-12-30,CUST-6600,ergonomic office chair,furniture, Chairs ,South, North Carolina ,7,$200.99,0.16,"$1,175.21",-62.31,Second Class,CORPORATE
ORD-010452,12/12/2024,CUST-8353,compact printer,TECHNOLOGY, Printers , South , Florida ,3,137.16,0.15,351.2,-34.9, Standard Class ,CONSUMER
ORD-010453,12/28/2024,CUST-7759,Modular Bookshelf, Furniture ,STORAGE,south,north carolina,5,171.23,0.2,$686.31,-106.42,STANDARD CLASS,CORPORATE
ORD-010454,09-Dec-2024,CUST-1176, Ergonomic Office Chair , Furniture ,CHAIRS,SOUTH,Tennessee,4,206.03,0.23,631.18,-92.13,SECOND CLASS,CORPORATE
ORD-010455,31-Dec-2024,CUST-7391, Compact Printer ,technology,Printers, East ,NEW JERSEY,4,145.02,0.06,545.77,5.31, First Class ,CORPORATE
ORD-010456,2024-12-06,CUST-5840, Ergonomic Office Chair ,Furniture,CHAIRS,SOUTH, Georgia ,3,196.01,0.21,466.87,-51.56,STANDARD CLASS, Corporate 
ORD-010457,2024-12-26,CUST-9689,WIRELESS KEYBOARD,technology,accessories, West , Nevada ,4,72.66,0.1,260.57,$74.29,second class,Home Office
ORD-010458,24-Dec-2024,CUST-5744,smart led monitor, Technology , Monitors ,WEST,CALIFORNIA,1,227.82,0.06,214.51,45.28,First Class,CORPORATE
ORD-010459,12/18/2024,CUST-6314,Ink Cartridge Pack,office supplies,SUPPLIES,EAST,New Jersey,5,59.03,0.1,264.48,$46.26,STANDARD CLASS,Home Office
ORD-010460,2024-12-19,CUST-1719,wireless keyboard,TECHNOLOGY,ACCESSORIES, South , North Carolina ,5,$77.64,0.19,312.69,61.15,second class,Corporate
ORD-010461,12/23/2024,CUST-1767,premium standing desk,Furniture,Tables, Central , Illinois ,3,443.81,0.1,1194.72,46.56, Second Class ,consumer
ORD-010462,12-Dec-2024,CUST-2263, LED Desk Lamp ,electronics,lighting,west,washington,3,$48.00,,130.62,$25.85,Standard Class,home office
ORD-010463,12/30/2024,CUST-3731,desk organizer set,OFFICE SUPPLIES,Storage, Central ,texas,3,35.28,0.01,104.61,$47.20,second class,consumer
ORD-010464,2025-01-07,CUST-2629, Premium Notebook Bundle ,office supplies,paper,south,TENNESSEE,5,18.04,0.14,77.44,25.46,FIRST CLASS,Consumer
ORD-010465,08-Jan-2025,CUST-1560, Wireless Keyboard ,technology,accessories,East, Pennsylvania ,1,77.1,0.09,69.93,$20.44,STANDARD CLASS, Corporate 
ORD-010466,17-Jan-2025,CUST-3068,compact printer,TECHNOLOGY, Printers ,central,MINNESOTA,1,137.93,0.05,130.92,2.74,Standard Class, Corporate 
ORD-010467,01/14/2025,CUST-1230,ergonomic office chair,furniture,CHAIRS,west,New Jersey,7,204.62,0.16,1198.47,$-55.92,STANDARD CLASS,consumer
ORD-010468,01/05/2025,CUST-3761,MODULAR BOOKSHELF,Furniture,STORAGE,South,GEORGIA,1,185.21,0.14,159.92,-10.51,First Class,CORPORATE
ORD-010469,01/11/2025,CUST-1190, Premium Notebook Bundle ,Office Supplies,paper,south,GEORGIA,1,17.12,0.12,14.99,$4.97,Second Class,CORPORATE
ORD-010470,2025-01-12,CUST-6279,wireless keyboard,technology,accessories, Central ,illinois,4,74.23,0.03,286.97,$98.60,Same Day,home office
ORD-010471,01/21/2025,CUST-8162,premium standing desk, Furniture ,TABLES,East,pennsylvania,2,451.73,0.12,798.44,18.61, Second Class ,corporate
ORD-010472,2025-01-02,CUST-6179,SMART LED MONITOR, Technology , Monitors , South ,GEORGIA,6,226.6,0.16,1146.27,$131.37, Standard Class ,CORPORATE
ORD-010473,01/05/2025,CUST-7349,Modular Bookshelf,FURNITURE,Storage,West,california,1,182.64,0.03,176.31,8.86,Standard Class,Corporate
ORD-010474,25-Jan-2025,CUST-6120,Premium Standing Desk,furniture,tables,EAST,NEW JERSEY,5,449.48,0.18,1837.6,-102.77, Standard Class ,Home Office
ORD-010475,01/17/2025,CUST-1439,desk organizer set,office supplies,storage, Central , Illinois ,4,$35.61,0.06,133.64,56.47,SECOND CLASS, Corporate 
ORD-010476,12-Jan-2025,CUST-6325, Smart LED Monitor ,technology,Monitors, Central ,Colorado,1,228.61,0.1,205.91,36.5,standard class,HOME OFFICE
ORD-010477,2025-01-24,CUST-4132, Compact Printer , Technology ,Printers,central,ILLINOIS,4,137.96,0.11,493.3,-19.53,Same Day, Home Office 
ORD-010478,22-Jan-2025,CUST-6936,Smart LED Monitor, Technology , Monitors ,central,colorado,6,234.56,0.02,"$1,378.28",336.17,SECOND CLASS, Consumer 
ORD-010479,2025-01-10,CUST-1228, Ergonomic Office Chair ,Furniture,chairs,EAST,new york,3,$218.96,0.12,$579.57,7.56, Standard Class , Home Office 
ORD-010480,01/20/2025,CUST-4887,modular bookshelf,furniture,STORAGE,EAST,new york,5,166.0,0.15,709.45,-58.53,Standard Class,Home Office
ORD-010481,2025-01-12,CUST-7615,ink cartridge pack,OFFICE SUPPLIES,supplies,central,Texas,2,$60.83,0.06,$114.26,25.94,SECOND CLASS,CONSUMER
ORD-010482,01/11/2025,CUST-7420, Wireless Keyboard ,technology, Accessories ,east,New Jersey,4,$73.44,0.1,$263.61,74.3,standard class, Corporate 
ORD-010483,01/10/2025,CUST-9630, Ink Cartridge Pack ,office supplies,supplies,east,new york,5,61.96,0.07,289.51,61.34,Standard Class,Consumer
ORD-010484,2025-01-04,CUST-2944,Smart LED Monitor,TECHNOLOGY, Monitors , South , Georgia ,5,218.67,0.14,940.81,123.62, Standard Class ,Consumer
ORD-010485,10-Jan-2025,CUST-6179, Wireless Keyboard ,TECHNOLOGY,ACCESSORIES,West, Nevada ,1,71.67,0.07,$66.40,20.41, Standard Class ,HOME OFFICE
ORD-010486,2025-01-28,CUST-3544,PREMIUM NOTEBOOK BUNDLE,office supplies,Paper,WEST,oregon,1,17.79,0.13,$15.40,5.91,Standard Class, Consumer 
ORD-010487,01/23/2025,CUST-4219,Premium Notebook Bundle,Office Supplies,paper, Central ,minnesota,4,18.07,0.06,68.21,$31.37, Standard Class ,CONSUMER
ORD-010488,2025-01-12,CUST-4765,Compact Printer,TECHNOLOGY,PRINTERS, Central ,illinois,2,142.42,0.05,270.92,$6.65,STANDARD CLASS,consumer
ORD-010489,2025-01-02,CUST-2621, Wireless Keyboard , Technology ,accessories,CENTRAL,colorado,4,77.7,0.05,293.9,97.34,Standard Class,consumer
ORD-010490,2025-01-09,CUST-5950,Wireless Keyboard, Technology ,accessories,east,Pennsylvania,3,73.27,0.09,$199.57,$57.88, Standard Class ,Home Office
ORD-010491,24-Jan-2025,CUST-5519,CORDLESS PHONE DOCK,TECHNOLOGY,accessories,South,Florida,2,65.26,0.12,114.28,19.74,FIRST CLASS, Consumer 
ORD-010492,2025-01-27,CUST-1534,MODULAR BOOKSHELF,FURNITURE,storage,SOUTH, North Carolina ,4,177.92,0.21,562.88,-94.03,SECOND CLASS,CORPORATE
ORD-010493,2025-01-04,CUST-7439,smart led monitor, Technology ,Monitors,EAST,New York,2,$219.54,0.08,402.62,$75.49,first class,corporate
ORD-010494,15-Jan-2025,CUST-3277, LED Desk Lamp ,furniture,LIGHTING, East ,pennsylvania,5,48.39,0.13,$209.99,$32.66,STANDARD CLASS,Corporate
ORD-010495,28-Jan-2025,CUST-6566, Ink Cartridge Pack ,office supplies, Supplies , Central , Colorado ,2,60.53,0.11,$108.08,20.16,Standard Class,consumer
ORD-010496,2025-02-28,CUST-1078, Smart LED Monitor , Technology ,MONITORS, Central ,ILLINOIS,6,$235.38,0.06,1321.4,275.77,Standard Class,CONSUMER
ORD-010497,17-Feb-2025,CUST-1345,premium standing desk,FURNITURE, Tables , South , Tennessee ,4,452.31,0.18,1482.44,-81.12,SECOND CLASS,consumer
ORD-010498,02/01/2025,CUST-1149, Modular Bookshelf ,FURNITURE, Storage ,East,Pennsylvania,3,160.07,0.07,447.19,1.52,Second Class,HOME OFFICE
ORD-010499,15-Feb-2025,CUST-5933,compact printer,technology,PRINTERS,east,Pennsylvania,3,$135.00,0.14,349.64,$-29.26,Second Class, Home Office 
ORD-010500,27-Feb-2025,CUST-7380,Ink Cartridge Pack,OFFICE SUPPLIES,supplies, West , Washington ,5,61.57,0.07,287.48,$62.14,SECOND CLASS, Consumer 
ORD-010501,08-Feb-2025,CUST-8377, Ergonomic Office Chair ,Furniture,chairs,CENTRAL, Colorado ,4,197.77,0.11,702.26,10.19,Standard Class, Corporate 
ORD-010502,20-Feb-2025,CUST-8196, Smart LED Monitor ,technology,monitors,central,MINNESOTA,5,234.82,0.11,1041.6,$172.25, Standard Class , Consumer 
